,unigram_values,bigram_values,trigram_values
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,97.28348672744256,84.89087135546394,9.996601161661046
3,130.13457990264996,88.85211951047705,10.623465072205367
4,30.28287933800958,21.49296169843906,2.9396106669985476
5,19.63248219004064,14.103409093579222,2.1381767497460786
6,37.609251779189606,24.915017214849023,3.628430119047385
7,50.723748751366664,35.0780507971413,5.438248914670619
8,1.0647385236004263,0.9199079470264048,0.05463072626202482
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,6.699342824873122,3.8828876220490427,0.9333592212648254
12,13.808067042051821,9.0946865689902,1.7254521746858367
13,6.654279951201017,4.481109834233103,0.7910675000174706
14,7.1692498261053945,3.9502388972170035,0.9655972738234451
15,19.51806852538255,11.965408279002682,2.3031069567152196
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,2.7692240598108637,1.750265284051477,0.2921097946968129
19,30.10654057217173,19.798616487293735,2.3171343825137
20,109.36218149721762,86.96479323948076,11.450219831901219
21,1.3411300881039356,0.15278518594645146,0.10246069762801556
22,2.457094992955886,0.5304204389000335,0.24832181329760541
23,4.751123890241649,3.202525519835009,0.45194554704182205
24,24.94813148728243,18.91716803740975,2.160575124257366
25,19.32035298475275,14.268170481630882,0.6754607621250527
26,9.225171315735798,4.856718552022304,1.1628457394955818
27,18.862784272700665,13.6288164152654,1.4511277621959164
28,11.568050598598075,4.842891187880468,1.5715847404582828
29,5.44434576780605,2.139175991245599,0.5651440542446364
30,2.791369589355153,1.4496471263946145,0.268394229523598
31,3.2861973370236925,1.995979641879891,0.448475570345867
32,29.044811936524813,18.438939587087404,2.917906686534711
33,46.465707504971455,42.57188623379261,5.035134441128707
34,7.67364280682976,4.613814985524243,1.1372500856905188
35,8.833816819004001,7.018557923330946,1.0654048212332732
36,13.51150023392361,8.02215825485156,1.659963959772745
37,31.595300249397916,17.751486415928326,3.4841669304151512
38,0.0,0.0,0.0
39,46.796929649790634,43.08280903897619,5.43002324837373
40,0.0,0.0,0.0
41,27.784164726861647,29.176254641545423,3.950974887706335
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,52.03578003030994,47.66612037303419,5.970463562538014
45,62.98668317943389,53.437144077890245,6.7459040655268065
46,0.0,0.0,0.0
47,50.118342498814805,49.222326633010525,5.790514610247642
48,0.0,0.0,0.0
49,21.264305339496318,17.11216287058658,1.6289657293387647
50,0.0,0.0,0.0
51,25.573340021757897,18.080647162500046,2.0034472034771955
52,28.497629257933607,20.185649132123977,2.4075116286563554
53,1.6752747128160836,0.5661884807779903,0.2449790393813718
54,5.693745963734585,2.1864695505476095,0.6395252615337013
55,30.983375798185154,19.282607486093223,3.243153675834322
56,170.4693310813389,111.34256322149153,14.822354024844106
57,34.925143002951806,27.29533338570442,3.5192863280410727
58,55.06667176560652,50.88115870367592,5.9581311206667555
59,32.19618322204138,26.740506125210214,3.0855134072301365
60,25.57122672818511,16.962223599061108,2.6868488475784837
61,2.3712066811178225,0.905061013570117,0.19715747005082374
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,28.13129509806446,13.092060631705166,2.680632203923576
65,21.27540406450422,15.9253978952395,2.228231451616071
66,35.91445441034499,24.803453871793472,3.3462866577015737
67,19.150329672897946,10.874725222544821,1.7878500400625679
68,0.0,0.0,0.0
69,10.925729645665394,9.514298254776625,1.3169929845358925
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,60.75941725108296,48.07995483574659,6.2278618117816755
73,22.731117463643972,19.60482788865342,2.2276915978269116
74,8.227925809337576,5.395254303208407,0.5821502048141947
75,17.48214965538164,14.470976853983222,1.265662540127569
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,139.81000491434946,103.96201826080218,11.407643888675906
79,23.926968613554806,16.89786941887859,2.330034456228983
80,64.78979272077949,53.76751364600342,5.915859570121972
81,29.6071716589637,22.047415110223362,2.4309318397940114
82,58.6196693186422,49.15133459653084,5.626918177510449
83,193.57915983968437,137.86560598498127,19.141655684710084
84,7.7851588444023525,3.951103975652805,1.0685928252653494
85,8.078830865667193,3.9840079312370675,1.1032439781894778
86,40.91993365492922,29.727933466391384,3.7465866251590736
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,83.60548243967753,64.58308192505564,9.814626009704355
90,0.0,0.0,0.0
91,6.299598756930336,4.345221483063263,0.5269408074200733
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,50.314733111691446,33.901666102192294,3.9451168006349406
95,25.650581219170498,17.1382656758348,2.1931385767154676
96,31.49030130909852,17.64185851608616,2.784313262548261
97,32.19922090169118,19.166590730265344,2.966306819681345
98,73.33732494328348,51.10213512325885,7.034983328809795
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,69.39747795072715,48.04838188907669,5.87582376471433
102,131.14436338313945,93.67559537854059,12.507021043998076
103,6.275406852660431,2.214547777662003,0.8070815456463875
104,63.54217767194439,31.630866307180472,7.1269199290091985
105,12.09330086419884,5.418994434490107,1.3935227682765265
106,28.113854517422567,17.75296139399437,2.7986309773036617
107,5.285370796428335,2.185075704315078,0.6700570056106369
108,0.0,0.0,0.0
109,74.11668535889487,53.09632109618972,7.744727177450032
110,69.14825488015468,52.18668407740334,7.075781631822026
111,70.07677872027811,53.00966463685293,7.123846251104017
112,0.0,0.0,0.0
113,77.05652806283133,55.747780553780096,8.020024066380453
114,0.0,0.0,0.0
115,167.66988664374043,128.39002414176443,19.365117220888546
116,0.0,0.0,0.0
117,32.4322599610351,19.158174510289587,3.4560136997126243
118,0.0,0.0,0.0
119,5.77420630830237,2.295493565593795,0.7534371807174602
120,80.83324393774737,57.41786739466438,8.86326543501394
121,0.0,0.0,0.0
122,15.975634330367056,9.71955026142877,1.773013251271962
123,0.0,0.0,0.0
