,unigram_values,bigram_values,trigram_values
0,0.0,0.0,0.0
1,45.10229698092796,14.85257453958772,4.980742716993908
2,179.00650605360158,55.3253176734391,18.976547022616074
3,12.660362757564156,4.610026443249555,1.0276502291706047
4,31.835904138516312,10.99635610843882,2.9866766627165946
5,29.223749087942778,10.098935484307281,2.7949752500363116
6,3.774873520012514,0.8038806621664447,0.47149036462736593
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,7.748886854402714,1.8706094671658093,0.7287137812060449
10,8.172145620886168,2.2192174274564196,0.8107138926890735
